/mnt/remote/shared_data/datasets/nyu_depth_v2_sync/bathroom_0054_out/bathroom_0054_5_3rgb.png,/mnt/remote/shared_data/datasets/nyu_depth_v2_sync/bathroom_0054_out/bathroom_0054_5_3depth.png
/mnt/remote/shared_data/datasets/nyu_depth_v2_sync/bathroom_0054_out/bathroom_0054_3_8rgb.png,/mnt/remote/shared_data/datasets/nyu_depth_v2_sync/bathroom_0054_out/bathroom_0054_3_8depth.png
/mnt/remote/shared_data/datasets/nyu_depth_v2_sync/bathroom_0054_out/bathroom_0054_8_19rgb.png,/mnt/remote/shared_data/datasets/nyu_depth_v2_sync/bathroom_0054_out/bathroom_0054_8_19depth.png
/mnt/remote/shared_data/datasets/nyu_depth_v2_sync/bathroom_0054_out/bathroom_0054_2_21rgb.png,/mnt/remote/shared_data/datasets/nyu_depth_v2_sync/bathroom_0054_out/bathroom_0054_2_21depth.png
/mnt/remote/shared_data/datasets/nyu_depth_v2_sync/bathroom_0054_out/bathroom_0054_3_1rgb.png,/mnt/remote/shared_data/datasets/nyu_depth_v2_sync/bathroom_0054_out/bathroom_0054_3_1depth.png
/mnt/remote/shared_data/datasets/nyu_depth_v2_sync/bathroom_0054_out/bathroom_0054_4_24rgb.png,/mnt/remote/shared_data/datasets/nyu_depth_v2_sync/bathroom_0054_out/bathroom_0054_4_24depth.png
/mnt/remote/shared_data/datasets/nyu_depth_v2_sync/bathroom_0054_out/bathroom_0054_2_9rgb.png,/mnt/remote/shared_data/datasets/nyu_depth_v2_sync/bathroom_0054_out/bathroom_0054_2_9depth.png
/mnt/remote/shared_data/datasets/nyu_depth_v2_sync/bathroom_0054_out/bathroom_0054_8_20rgb.png,/mnt/remote/shared_data/datasets/nyu_depth_v2_sync/bathroom_0054_out/bathroom_0054_8_20depth.png
/mnt/remote/shared_data/datasets/nyu_depth_v2_sync/bathroom_0054_out/bathroom_0054_1_19rgb.png,/mnt/remote/shared_data/datasets/nyu_depth_v2_sync/bathroom_0054_out/bathroom_0054_1_19depth.png
/mnt/remote/shared_data/datasets/nyu_depth_v2_sync/bathroom_0054_out/bathroom_0054_5_18rgb.png,/mnt/remote/shared_data/datasets/nyu_depth_v2_sync/bathroom_0054_out/bathroom_0054_5_18depth.png
